high,low,open,volume,close,date,sma_5,close_to_sma_5,sma_10,close_to_sma_10,sma_20,close_to_sma_20,sma_50,close_to_sma_50,sma_200,close_to_sma_200,ema_5,close_to_ema_5,ema_9,close_to_ema_9,ema_21,close_to_ema_21,ema_50,close_to_ema_50,ema_200,close_to_ema_200,return_1d,return_2d,return_5d,return_10d,cum_return_5d,rsi,rsi_overbought,rsi_oversold,macd,macd_signal,macd_histogram,macd_bullish,macd_bearish,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,bb_width,bb_position,atr,atr_percent,volume_sma_20,volume_ratio,obv,obv_ema,adx,plus_di,minus_di,day_range_percent,position_in_range,close_to_day_open,high_to_close,close_to_low,up_day,consecutive_up,down_day,consecutive_down,day_of_week,month,quarter,is_monday,is_friday,rsi_lag_1,rsi_lag_2,rsi_lag_3,macd_lag_1,macd_lag_2,macd_lag_3,return_1d_lag_1,return_1d_lag_2,return_1d_lag_3,atr_percent_lag_1,atr_percent_lag_2,atr_percent_lag_3,close_mean_5,close_std_5,close_min_5,close_max_5,close_mean_10,close_std_10,close_min_10,close_max_10,close_mean_20,close_std_20,close_min_20,close_max_20,next_day_open
7852.89990234375,7737.5498046875,7783.0498046875,175900,7838.4,2015-12-17,,,,,,,,,,,7838.4,0.0,7838.4,0.0,7838.4,0.0,7838.4,0.0,7838.4,0.0,,,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,115.35009765625,1.47160259308341,,,0,0.0,,0.0,0.0,1.490783265606504,0.8742965750496292,0.7111633190264754,0.1849854861164314,1.2866171069669785,0,0,0,0,3,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7828.89990234375
7836.14990234375,7753.35009765625,7828.89990234375,191400,7763.05,2015-12-18,,,,,,,,,,,7813.283333333334,-0.6429222030004511,7823.33,-0.7705158800664136,7831.549999999999,-0.8746672114715359,7835.445098039216,-0.923943657742332,7837.650248756218,-0.9518190578618468,-0.9612931210451036,,,,,0.0,0,1,-6.010826210826963,-1.2021652421653926,-4.80866096866157,0,1,,,,,,,,111.31007161458328,1.4338445793159038,,,-191400,-18228.571428571428,,0.0,0.0,1.0679229448510192,0.1171488553669806,-0.84111309590299,0.9416389478845276,0.1249496311855544,0,0,1,1,4,12,4,0,1,,,,0.0,,,,,,1.47160259308341,,,,,,,,,,,,,,,7745.64990234375
7840.75,7733.4501953125,7745.64990234375,126300,7830.6,2015-12-21,,,,,,,,,,,7819.055555555557,0.1476449983302874,7824.784000000001,0.074327930330087,7831.4636363636355,-0.0110277772295996,7835.255094194541,-0.0594121587437546,7837.580097027301,-0.0890593389909821,0.8701476867983615,-0.0995101041028734,,,,6.451150797440604,0,1,-5.263059553089988,-2.014344104350312,-3.2487154487396763,0,1,,,,,,,,110.77536935763884,1.4146472729757469,,,-65100,-22692.51700680272,100.0,0.0,2.3952258772739827,1.3874765076076647,0.9054052332195712,1.096745899018048,0.129619697085787,1.2406431778854796,1,1,0,0,0,12,4,1,0,0.0,,,-6.010826210826963,0.0,,-0.9612931210451036,,,1.4338445793159038,1.47160259308341,,,,,,,,,,,,,,7829.39990234375
7846.2998046875,7776.85009765625,7829.39990234375,125700,7787.25,2015-12-22,,,,,,,,,,,7808.453703703705,-0.2715480491822353,7817.2772,-0.3841132817958725,7827.444214876032,-0.5135036899993839,7833.37254148103,-0.5887954547902696,7837.079300041955,-0.6358146719491309,-0.5535974254846421,0.3117331461216954,,,,6.1758045459660735,0,1,-8.075344256535573,-3.226544134787364,-4.848800121748209,0,1,,,,,,,,105.26528104745368,1.3517645002722871,,,-190800,-38702.75348234532,93.50797152669195,0.702961081726227,2.1845229955703034,0.8930313193535828,0.1497472457165355,-0.5383541889478982,0.758288287745995,0.1335503848438152,0,0,1,1,1,12,4,0,0,6.451150797440604,0.0,,-5.263059553089988,-6.010826210826963,0.0,0.8701476867983615,-0.9612931210451036,,1.4146472729757469,1.4338445793159038,1.47160259308341,,,,,,,,,,,,,7830.4501953125
7871.4501953125,7826.10009765625,7830.4501953125,117900,7862.5,2015-12-23,7816.360000000001,0.5903003444058363,,,,,,,,,7826.46913580247,0.4603718940474177,7826.321760000001,0.4622636419691295,7830.631104432756,0.4069773577918045,7834.514794756284,0.3572040640276386,7837.332242330095,0.3211265886365222,0.9663231564416286,0.4073761908410578,,,,13.108784330150698,0,1,-4.183825499902014,-3.418000407810294,-0.7658250920917196,0,1,,,,,,,,102.45660294945984,1.3031046480058488,,,-72900,-41959.634103074335,85.4977792609843,3.8989153120039255,1.9451536657316655,0.5794724970337575,0.8026422042055622,0.4092970887763947,0.1138339626391096,0.4629558326709062,1,1,0,0,2,12,4,0,0,6.1758045459660735,6.451150797440604,0.0,-8.075344256535573,-5.263059553089988,-6.010826210826963,-0.5535974254846421,0.8701476867983615,-0.9612931210451036,1.3517645002722871,1.4146472729757469,1.4338445793159038,7816.360000000001,40.33232884424115,7763.05,7862.5,,,,,,,,,7888.75
7888.75,7835.5,7888.75,93500,7863.0,2015-12-24,7821.280000000001,0.5334165251723366,,,,,,,,,7838.64609053498,0.3106902542063583,7833.657408000001,0.3745707843954671,7833.573731302506,0.3756429658650972,7835.631861628586,0.3492780015028174,7837.587642903925,0.3242369751243812,0.0063593004769435,0.9727439083116574,0.3138395590936982,,0.3138395590936982,13.154704085713348,0,1,-1.0473498301762447,-2.9438702922834845,1.89652046210724,1,0,,,,,,,,95.89572255619854,1.2195818715019526,,,20600,-36001.57371230535,81.28686658258914,6.015607885708839,1.801136908168769,0.67959925977921,0.5164319248826291,-0.3264141974330559,0.3274831489253466,0.3497392852600788,1,2,0,0,3,12,4,0,0,13.108784330150698,6.1758045459660735,6.451150797440604,-4.183825499902014,-8.075344256535573,-5.263059553089988,0.9663231564416286,-0.5535974254846421,0.8701476867983615,1.3031046480058488,1.3517645002722871,1.4146472729757469,7821.280000000001,44.93128920919157,7763.05,7863.0,,,,,,,,,7863.2001953125
7937.2001953125,7863.0,7863.2001953125,122900,7917.4,2015-12-28,7852.15,0.8309825971230866,,,,,,,,,7864.897393689987,0.6675561508550087,7850.405926400001,0.8533835603927953,7841.194301184096,0.9718634163216278,7838.83845529021,1.002209002747989,7838.381795710851,1.0080933328915798,0.6918478952053775,0.6982511923688373,1.988264921648053,,1.988264921648053,18.21867733869658,0,1,5.7615396527162375,-1.2027883032835402,6.964327955999778,1,0,,,,,,,,93.00298559037206,1.1746657436831798,,,143500,-18906.18573970484,80.70103893598932,12.321728380350038,1.609537739572458,0.9436626645364364,0.7331517089798717,0.689284303352844,0.2500845645350792,0.6870942481117492,1,3,0,0,0,12,4,1,0,13.154704085713348,13.108784330150698,6.1758045459660735,-1.0473498301762447,-4.183825499902014,-8.075344256535573,0.0063593004769435,0.9663231564416286,-0.5535974254846421,1.2195818715019526,1.3031046480058488,1.3517645002722871,7852.15,47.85086206120043,7787.25,7917.4,,,,,,,,,7929.2001953125
7942.14990234375,7902.75,7929.2001953125,113000,7930.3,2015-12-29,7872.089999999999,0.7394478467598997,,,,,,,,,7886.698262459992,0.5528516001119144,7866.384741120001,0.8125112231784692,7849.294819258268,1.0320058375560714,7842.4251825337315,1.1205056525369184,7839.2964047087535,1.1608643249741757,0.1629322757470852,0.8559074144728562,1.273210226547139,,1.273210226547139,19.41860585562098,0,1,12.059540932445088,1.4496775438621858,10.609863388582902,1,0,,,,,,,,85.85590782415578,1.0826312727659204,,,256500,7322.974806933718,80.36434485664485,12.336475271932532,1.511053925059086,0.4985593919047167,0.6992403118067736,0.0138703105030835,0.1494256502748927,0.3474017376391836,1,4,0,0,1,12,4,0,0,18.21867733869658,13.154704085713348,13.108784330150698,5.7615396527162375,-1.0473498301762447,-4.183825499902014,0.6918478952053775,0.0063593004769435,0.9663231564416286,1.1746657436831798,1.2195818715019526,1.3031046480058488,7872.089999999999,56.59907684759592,7787.25,7930.3,,,,,,,,,7938.60009765625
7944.75,7889.85009765625,7938.60009765625,106800,7895.1,2015-12-30,7893.660000000001,0.0182424882753995,,,,,,,,,7889.498841639996,0.0709951097329852,7872.127792896002,0.2918169992708774,7853.458926598425,0.5302259016157107,7844.490861650056,0.6451551699468538,7839.851664363393,0.7047114920265996,-0.4438671929183013,-0.2816581200899226,1.3849561783684905,,1.3849561783684905,18.61595937887259,0,1,14.04846454553808,3.969434944197365,10.079029601340716,1,0,,,,,,,,81.72844042676834,1.035179293824883,,,149700,20882.69149198765,76.67414824538466,11.231562001988609,3.480231386662817,0.6958294728572664,0.0956268065993751,-0.5479567823184928,0.6288710719306865,0.0664957042184438,0,0,1,1,2,12,4,0,0,19.41860585562098,18.21867733869658,13.154704085713348,12.059540932445088,5.7615396527162375,-1.0473498301762447,0.1629322757470852,0.6918478952053775,0.0063593004769435,1.0826312727659204,1.1746657436831798,1.2195818715019526,7893.660000000001,30.89956310370916,7862.5,7930.3,,,,,,,,,7897.7998046875
7955.5498046875,7891.14990234375,7897.7998046875,150900,7939.75,2015-12-31,7909.110000000001,0.3874013637438223,7862.735000000001,0.9794937766565814,,,,,,,7906.249227759998,0.4237252238694422,7885.652234316802,0.6860277891507227,7861.303569634932,0.9978806907810612,7848.226514134368,1.166167741219004,7840.84567765331,1.2613986604604444,0.565540651796681,0.1191632094624361,0.9825119236883896,,0.9825119236883896,22.965610128576717,0,1,19.00846493134577,6.977240941627047,12.031223989718724,1,0,,,,,,,,79.41796868236591,1.000257800086475,,,300600,47522.43515941739,74.24185965255191,11.830366829278457,3.1039495197196842,0.8161028891951805,0.7546610458636298,0.5311630624974972,0.1989962490947448,0.6121111830504739,1,1,0,0,3,12,4,0,0,18.61595937887259,19.41860585562098,18.21867733869658,14.04846454553808,12.059540932445088,5.7615396527162375,-0.4438671929183013,0.1629322757470852,0.6918478952053775,1.035179293824883,1.0826312727659204,1.1746657436831798,7909.110000000001,30.73663124026626,7863.0,7939.75,7862.735000000001,59.434516019266525,7763.05,7939.75,,,,,7924.5498046875
